root_og	n_species	n_phyla	n_classes	n_orders	n_families	n_genera	phyla_set
29XMJ	1	1	1	1	1	1	['Pseudomonadota']
2BZPQ	1	1	1	1	1	1	['Pseudomonadota']
2CYHX	1	1	1	1	1	1	['Pseudomonadota']
2ECQP	1	1	1	1	1	1	['Pseudomonadota']
2Z7HQ	17	1	2	4	6	8	['Pseudomonadota']
2Z7HV	1	1	1	1	1	1	['Pseudomonadota']
2Z7HW	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z7HX	2	1	1	1	1	1	['Pseudomonadota']
2Z7I3	2	1	1	1	1	2	['Pseudomonadota']
2Z7I4	1	1	1	1	1	1	['Pseudomonadota']
2Z7I5	2	1	1	2	2	2	['Bacteroidota']
2Z7IA	8	1	2	4	4	5	['Pseudomonadota']
2Z7IB	1	1	1	1	1	1	['Pseudomonadota']
2Z7IG	1	1	1	1	1	1	['Cyanobacteriota']
2Z7IH	1	1	1	1	1	1	['Desulfobacterota']
2Z7II	1	1	1	1	1	1	['Pseudomonadota']
2Z7IN	1	1	1	1	1	1	['Pseudomonadota']
2Z7IQ	1	1	1	1	1	1	['Bacteroidota']
2Z7J1	3	1	1	1	1	2	['Pseudomonadota']
2Z7J4	2	1	1	2	2	2	['Bacteroidota']
2Z7J5	1	1	1	1	1	1	['Bacteroidota']
2Z7J9	12	1	1	2	3	4	['Pseudomonadota']
2Z7JA	2	1	1	2	2	2	['Bacteroidota']
2Z7JB	1	1	1	1	1	1	['Pseudomonadota']
2Z7JD	3	1	1	1	1	1	['Pseudomonadota']
2Z7JG	1	1	1	1	1	1	['Pseudomonadota']
2Z7JJ	3	1	1	2	2	3	['Pseudomonadota']
2Z7JK	1	1	1	1	1	1	['Bacteroidota']
2Z7JS	1	1	1	1	1	1	['Pseudomonadota']
2Z7JV	2	1	1	1	1	2	['Pseudomonadota']
2Z7K2	2	1	1	1	1	1	['Pseudomonadota']
2Z7K7	1	1	1	1	1	1	['Pseudomonadota']
2Z7K8	1	1	1	1	1	1	['Bacteroidota']
2Z7KE	2	1	1	2	2	2	['Pseudomonadota']
2Z7KF	3	1	1	1	1	1	['Pseudomonadota']
2Z7KG	2	1	1	2	2	2	['Pseudomonadota']
2Z7KK	1	1	1	1	1	1	['Bacteroidota']
2Z7KS	9	1	1	3	4	5	['Pseudomonadota']
2Z7KV	3	1	1	3	3	3	['Pseudomonadota']
2Z7KX	1	1	1	1	1	1	['Pseudomonadota']
2Z7KY	1	1	1	1	1	1	['Pseudomonadota']
2Z7M6	1	1	1	1	1	1	['Cyanobacteriota']
2Z7MC	1	1	1	1	1	1	['Pseudomonadota']
2Z7MD	2	1	1	2	2	2	['Pseudomonadota']
2Z7MI	1	1	1	1	1	1	['Cyanobacteriota']
2Z7MQ	2	1	1	2	2	2	['Bacteroidota']
2Z7MU	2	1	1	1	1	2	['Pseudomonadota']
2Z7MW	1	1	1	1	1	1	['Pseudomonadota']
2Z7MY	1	1	1	1	1	1	['Pseudomonadota']
2Z7N0	2	1	1	1	2	2	['Pseudomonadota']
2Z7N3	1	1	1	1	1	1	['Pseudomonadota']
2Z7N9	2	1	1	2	2	2	['Pseudomonadota']
2Z7NB	1	1	1	1	1	1	['Pseudomonadota']
2Z7NC	1	1	1	1	1	1	['Pseudomonadota']
2Z7ND	4	1	2	3	3	3	['Pseudomonadota']
2Z7NK	1	1	1	1	1	1	['Bacteroidota']
2Z7NN	2	1	1	2	2	2	['Pseudomonadota']
2Z7NT	4	1	1	2	2	2	['Pseudomonadota']
2Z7P1	1	1	1	1	1	1	['Pseudomonadota']
2Z7P6	1	1	1	1	1	1	['Cyanobacteriota']
2Z7PH	1	1	1	1	1	1	['Pseudomonadota']
2Z7PJ	1	1	1	1	1	1	['Pseudomonadota']
2Z7PK	12	2	2	3	5	6	['Pseudomonadota' 'Bacteroidota']
2Z7PM	1	1	1	1	1	1	['Pseudomonadota']
2Z7PS	1	1	1	1	1	1	['Pseudomonadota']
2Z7PT	2	1	1	2	2	2	['Pseudomonadota']
2Z7PU	5	1	1	2	3	3	['Pseudomonadota']
2Z7PX	1	1	1	1	1	1	['Bacteroidota']
2Z7Q1	3	1	1	1	1	1	['Pseudomonadota']
2Z7Q4	7	1	1	2	3	4	['Pseudomonadota']
2Z7Q6	3	1	1	2	2	2	['Pseudomonadota']
2Z7QA	1	1	1	1	1	1	['Pseudomonadota']
2Z7QC	2	1	1	1	1	1	['Pseudomonadota']
2Z7QD	1	1	1	1	1	1	['Pseudomonadota']
2Z7QF	1	1	1	1	1	1	['Bacteroidota']
2Z7QH	1	1	1	1	1	1	['Desulfobacterota']
2Z7QJ	2	1	1	2	2	2	['Bacteroidota']
2Z7QN	1	1	1	1	1	1	['Bacteroidota']
2Z7QR	1	1	1	1	1	1	['Pseudomonadota']
2Z7QS	1	1	1	1	1	1	['Pseudomonadota']
2Z7QU	3	1	1	1	2	2	['Pseudomonadota']
2Z7R5	1	1	1	1	1	1	['Pseudomonadota']
2Z7R8	1	1	1	1	1	1	['Pseudomonadota']
2Z7RA	1	1	1	1	1	1	['Cyanobacteriota']
2Z7RB	1	1	1	1	1	1	['Pseudomonadota']
2Z7RJ	2	1	1	2	2	2	['Bacteroidota']
2Z7RQ	5	1	1	2	3	3	['Pseudomonadota']
2Z7RS	3	1	2	2	2	3	['Pseudomonadota']
2Z7RY	1	1	1	1	1	1	['Pseudomonadota']
2Z7S3	1	1	1	1	1	1	['Pseudomonadota']
2Z7S5	1	1	1	1	1	1	['Bacteroidota']
2Z7S6	3	1	1	3	3	3	['Pseudomonadota']
2Z7S9	1	1	1	1	1	1	['Pseudomonadota']
2Z7SB	2	1	2	2	2	2	['Pseudomonadota']
2Z7SC	1	1	1	1	1	1	['Bacteroidota']
2Z7SD	1	1	1	1	1	1	['Pseudomonadota']
2Z7SP	2	1	1	1	1	1	['Pseudomonadota']
2Z7SR	1	1	1	1	1	1	['Pseudomonadota']
2Z7SX	2	1	2	2	2	2	['Pseudomonadota']
2Z7SY	1	1	1	1	1	1	['Pseudomonadota']
2Z7T3	1	1	1	1	1	1	['Bacteroidota']
2Z7TA	1	1	1	1	1	1	['Bacteroidota']
2Z7TC	1	1	1	1	1	1	['Bacteroidota']
2Z7TD	2	1	1	1	1	2	['Pseudomonadota']
2Z7TF	2	1	1	2	2	2	['Pseudomonadota']
2Z7TH	1	1	1	1	1	1	['Cyanobacteriota']
2Z7U2	1	1	1	1	1	1	['Bacteroidota']
2Z7U8	1	1	1	1	1	1	['Pseudomonadota']
2Z7U9	1	1	1	1	1	1	['Pseudomonadota']
2Z7UD	1	1	1	1	1	1	['Pseudomonadota']
2Z7UG	4	1	2	4	4	4	['Pseudomonadota']
2Z7UH	2	1	1	1	1	1	['Pseudomonadota']
2Z7UM	1	1	1	1	1	1	['Pseudomonadota']
2Z7UN	2	1	1	1	2	2	['Pseudomonadota']
2Z7UP	2	1	1	2	2	2	['Pseudomonadota']
2Z7UT	3	1	1	2	2	2	['Pseudomonadota']
2Z7V0	1	1	1	1	1	1	['Pseudomonadota']
2Z7V7	1	1	1	1	1	1	['Pseudomonadota']
2Z7V8	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z7VE	2	1	1	2	2	2	['Pseudomonadota']
2Z7VF	1	1	1	1	1	1	['Pseudomonadota']
2Z7VN	1	1	1	1	1	1	['Pseudomonadota']
2Z7VP	2	1	1	1	1	1	['Pseudomonadota']
2Z7VS	1	1	1	1	1	1	['Bacteroidota']
2Z7VT	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z7VU	1	1	1	1	1	1	['Bacteroidota']
2Z7VW	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z7W1	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z7W2	1	1	1	1	1	1	['Pseudomonadota']
2Z7W3	1	1	1	1	1	1	['Pseudomonadota']
2Z7W4	1	1	1	1	1	1	['Pseudomonadota']
2Z7W5	3	1	1	2	2	2	['Pseudomonadota']
2Z7W7	1	1	1	1	1	1	['Pseudomonadota']
2Z7W8	1	1	1	1	1	1	['Bacteroidota']
2Z7W9	1	1	1	1	1	1	['Pseudomonadota']
2Z7WE	2	1	1	1	1	2	['Pseudomonadota']
2Z7WG	2	1	1	1	1	1	['Pseudomonadota']
2Z7WJ	1	1	1	1	1	1	['Pseudomonadota']
2Z7WZ	1	1	1	1	1	1	['Cyanobacteriota']
2Z7X1	1	1	1	1	1	1	['Bacteroidota']
2Z7X7	2	1	1	1	1	1	['Pseudomonadota']
2Z7XA	1	1	1	1	1	1	['Pseudomonadota']
2Z7XD	1	1	1	1	1	1	['Pseudomonadota']
2Z7XJ	2	2	2	2	2	2	['Pseudomonadota' 'Desulfobacterota']
2Z7XW	2	1	1	2	2	2	['Bacteroidota']
2Z7Y1	1	1	1	1	1	1	['Bacteroidota']
2Z7Y3	1	1	1	1	1	1	['Pseudomonadota']
2Z7Y6	1	1	1	1	1	1	['Cyanobacteriota']
2Z7YC	1	1	1	1	1	1	['Pseudomonadota']
2Z7YP	3	1	2	3	3	3	['Pseudomonadota']
2Z7YQ	1	1	1	1	1	1	['Pseudomonadota']
2Z7YS	2	1	1	1	1	2	['Pseudomonadota']
2Z7Z3	5	1	1	1	1	3	['Pseudomonadota']
2Z7ZA	3	1	1	1	1	1	['Pseudomonadota']
2Z7ZR	1	1	1	1	1	1	['Pseudomonadota']
2Z7ZS	3	1	2	3	3	3	['Pseudomonadota']
2Z7ZT	1	1	1	1	1	1	['Pseudomonadota']
2Z800	1	1	1	1	1	1	['Pseudomonadota']
2Z806	1	1	1	1	1	1	['Pseudomonadota']
2Z80A	1	1	1	1	1	1	['Pseudomonadota']
2Z80B	2	1	1	1	1	1	['Pseudomonadota']
2Z80K	2	1	1	2	2	2	['Bacteroidota']
2Z80P	1	1	1	1	1	1	['Desulfobacterota']
2Z80T	1	1	1	1	1	1	['Pseudomonadota']
2Z819	3	1	1	1	1	1	['Pseudomonadota']
2Z81F	1	1	1	1	1	1	['Pseudomonadota']
2Z81H	1	1	1	1	1	1	['Bacteroidota']
2Z81N	2	1	1	2	2	2	['Pseudomonadota']
2Z81S	1	1	1	1	1	1	['Cyanobacteriota']
2Z81T	1	1	1	1	1	1	['Cyanobacteriota']
2Z81U	1	1	1	1	1	1	['Bacteroidota']
2Z824	1	1	1	1	1	1	['Pseudomonadota']
2Z82D	1	1	1	1	1	1	['Pseudomonadota']
2Z82H	5	1	1	2	2	3	['Pseudomonadota']
2Z82N	3	1	1	1	1	2	['Pseudomonadota']
2Z82Y	1	1	1	1	1	1	['Pseudomonadota']
2Z831	3	1	1	1	1	1	['Pseudomonadota']
2Z835	2	1	1	1	1	1	['Pseudomonadota']
2Z838	2	1	1	2	2	2	['Bacteroidota']
2Z83C	1	1	1	1	1	1	['Pseudomonadota']
2Z83E	1	1	1	1	1	1	['Cyanobacteriota']
2Z83N	1	1	1	1	1	1	['Pseudomonadota']
2Z83P	1	1	1	1	1	1	['Bacteroidota']
2Z83Q	1	1	1	1	1	1	['Pseudomonadota']
2Z844	1	1	1	1	1	1	['Pseudomonadota']
2Z847	1	1	1	1	1	1	['Pseudomonadota']
2Z84D	4	1	1	1	1	2	['Pseudomonadota']
2Z84E	1	1	1	1	1	1	['Pseudomonadota']
2Z84F	2	1	1	2	2	2	['Pseudomonadota']
2Z84M	2	1	1	1	1	2	['Pseudomonadota']
2Z84R	1	1	1	1	1	1	['Pseudomonadota']
2Z84S	3	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z854	5	2	3	4	4	5	['Pseudomonadota' 'Bacteroidota']
2Z85F	1	1	1	1	1	1	['Bacteroidota']
2Z85G	3	1	1	2	2	3	['Pseudomonadota']
2Z85P	1	1	1	1	1	1	['Cyanobacteriota']
2Z85R	1	1	1	1	1	1	['Bacteroidota']
2Z85U	1	1	1	1	1	1	['Bacteroidota']
2Z85V	1	1	1	1	1	1	['Cyanobacteriota']
2Z85W	1	1	1	1	1	1	['Pseudomonadota']
2Z85Y	1	1	1	1	1	1	['Pseudomonadota']
2Z85Z	1	1	1	1	1	1	['Cyanobacteriota']
2Z862	1	1	1	1	1	1	['Bacteroidota']
2Z866	1	1	1	1	1	1	['Bacteroidota']
2Z869	1	1	1	1	1	1	['Bacteroidota']
2Z86E	3	1	2	2	2	2	['Pseudomonadota']
2Z86F	1	1	1	1	1	1	['Pseudomonadota']
2Z86Q	1	1	1	1	1	1	['Pseudomonadota']
2Z86S	1	1	1	1	1	1	['Pseudomonadota']
2Z86U	1	1	1	1	1	1	['Pseudomonadota']
2Z86V	1	1	1	1	1	1	['Bacteroidota']
2Z86X	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z873	1	1	1	1	1	1	['Pseudomonadota']
2Z876	1	1	1	1	1	1	['Pseudomonadota']
2Z877	1	1	1	1	1	1	['Cyanobacteriota']
2Z878	2	1	1	1	1	1	['Pseudomonadota']
2Z87B	2	1	1	2	2	2	['Pseudomonadota']
2Z87C	2	1	1	2	2	2	['Bacteroidota']
2Z87T	1	1	1	1	1	1	['Pseudomonadota']
2Z87Y	1	1	1	1	1	1	['Pseudomonadota']
2Z885	2	1	1	1	1	1	['Pseudomonadota']
2Z88H	2	1	1	2	2	2	['Bacteroidota']
2Z88I	4	1	2	4	4	4	['Pseudomonadota']
2Z88J	5	1	1	1	1	1	['Pseudomonadota']
2Z88U	2	1	2	2	2	2	['Pseudomonadota']
2Z88X	3	1	1	1	1	1	['Pseudomonadota']
2Z897	6	1	2	4	5	5	['Pseudomonadota']
2Z89C	2	1	1	2	2	2	['Pseudomonadota']
2Z89I	1	1	1	1	1	1	['Bacteroidota']
2Z89M	3	1	1	1	1	2	['Pseudomonadota']
2Z8A0	1	1	1	1	1	1	['Bacteroidota']
2Z8A1	1	1	1	1	1	1	['Pseudomonadota']
2Z8AD	1	1	1	1	1	1	['Bacteroidota']
2Z8AG	1	1	1	1	1	1	['Cyanobacteriota']
2Z8AH	4	1	1	2	2	2	['Pseudomonadota']
2Z8AJ	2	2	2	2	2	2	['Pseudomonadota' 'Bacteroidota']
2Z8AK	3	1	2	3	3	3	['Pseudomonadota']
2Z8B3	1	1	1	1	1	1	['Pseudomonadota']
2Z8B4	2	1	1	1	1	2	['Pseudomonadota']
2Z8B7	1	1	1	1	1	1	['Bacteroidota']
2Z8BA	1	1	1	1	1	1	['Pseudomonadota']
2Z8BB	1	1	1	1	1	1	['Bacteroidota']
2Z8BI	1	1	1	1	1	1	['Pseudomonadota']
2Z8BM	2	1	1	1	1	1	['Pseudomonadota']
2Z8BP	7	1	1	1	2	5	['Pseudomonadota']
2Z8BQ	2	2	2	2	2	2	['Pseudomonadota' 'Desulfobacterota']
2Z8BR	3	1	1	2	2	3	['Pseudomonadota']
2Z8BT	1	1	1	1	1	1	['Pseudomonadota']
2Z8BV	1	1	1	1	1	1	['Pseudomonadota']
2Z8C3	1	1	1	1	1	1	['Cyanobacteriota']
2Z8CH	2	1	1	1	2	2	['Pseudomonadota']
2Z8CJ	1	1	1	1	1	1	['Pseudomonadota']
2Z8CN	1	1	1	1	1	1	['Pseudomonadota']
2Z8CS	4	1	1	1	1	2	['Pseudomonadota']
2Z8CV	6	1	1	2	2	3	['Pseudomonadota']
2Z8D1	1	1	1	1	1	1	['Cyanobacteriota']
2Z8D2	4	1	1	1	1	2	['Pseudomonadota']
2Z8D8	2	1	2	2	2	2	['Pseudomonadota']
2Z8DB	1	1	1	1	1	1	['Bacteroidota']
2Z8DI	1	1	1	1	1	1	['Pseudomonadota']
2Z8DQ	1	1	1	1	1	1	['Cyanobacteriota']
2Z8DR	1	1	1	1	1	1	['Pseudomonadota']
2Z8DV	1	1	1	1	1	1	['Bacteroidota']
2Z8DX	2	1	2	2	2	2	['Pseudomonadota']
2Z8E3	1	1	1	1	1	1	['Pseudomonadota']
2Z8E6	1	1	1	1	1	1	['Cyanobacteriota']
2Z8E7	2	1	1	1	1	1	['Pseudomonadota']
2Z8EJ	2	1	2	2	2	2	['Pseudomonadota']
2Z8ER	1	1	1	1	1	1	['Pseudomonadota']
2Z8ES	1	1	1	1	1	1	['Pseudomonadota']
2Z8EX	1	1	1	1	1	1	['Bacteroidota']
2Z8FB	2	1	1	1	1	2	['Pseudomonadota']
2Z8FC	2	1	1	2	2	2	['Bacteroidota']
2Z8FI	1	1	1	1	1	1	['Pseudomonadota']
2Z8FM	3	1	1	1	1	1	['Pseudomonadota']
2Z8FS	3	1	1	1	1	2	['Pseudomonadota']
2Z8FV	3	1	1	2	2	2	['Pseudomonadota']
2Z8FY	1	1	1	1	1	1	['Pseudomonadota']
2Z8G1	1	1	1	1	1	1	['Pseudomonadota']
2Z8GA	1	1	1	1	1	1	['Bacteroidota']
2Z8GC	1	1	1	1	1	1	['Cyanobacteriota']
2Z8GH	1	1	1	1	1	1	['Pseudomonadota']
2Z8GP	3	1	1	2	2	2	['Pseudomonadota']
2Z8GW	1	1	1	1	1	1	['Pseudomonadota']
2Z8H2	1	1	1	1	1	1	['Cyanobacteriota']
2Z8H7	1	1	1	1	1	1	['Pseudomonadota']
2Z8HD	1	1	1	1	1	1	['Pseudomonadota']
2Z8HF	1	1	1	1	1	1	['Cyanobacteriota']
2Z8HI	2	1	1	1	1	1	['Pseudomonadota']
2Z8HJ	1	1	1	1	1	1	['Pseudomonadota']
2Z8HW	1	1	1	1	1	1	['Pseudomonadota']
2Z8HX	1	1	1	1	1	1	['Pseudomonadota']
2Z8IE	2	1	2	2	2	2	['Pseudomonadota']
2Z8IF	5	2	2	2	2	3	['Pseudomonadota' 'Desulfobacterota']
2Z8IN	1	1	1	1	1	1	['Cyanobacteriota']
2Z8JD	1	1	1	1	1	1	['Pseudomonadota']
2Z8JF	1	1	1	1	1	1	['Pseudomonadota']
2Z8JG	2	1	2	2	2	2	['Pseudomonadota']
2Z8JM	1	1	1	1	1	1	['Pseudomonadota']
2Z8JP	1	1	1	1	1	1	['Bacteroidota']
2Z8JV	1	1	1	1	1	1	['Bacteroidota']
2Z8JW	1	1	1	1	1	1	['Pseudomonadota']
2Z8K0	2	1	2	2	2	2	['Pseudomonadota']
2Z8K9	1	1	1	1	1	1	['Pseudomonadota']
2Z8KG	4	1	1	1	1	2	['Pseudomonadota']
2Z8KI	5	1	1	1	2	3	['Pseudomonadota']
2Z8KR	6	1	1	2	2	4	['Pseudomonadota']
2Z8KV	1	1	1	1	1	1	['Pseudomonadota']
2Z8KX	2	1	1	1	1	1	['Pseudomonadota']
2Z8KY	2	1	1	2	2	2	['Pseudomonadota']
2Z8M0	1	1	1	1	1	1	['Pseudomonadota']
2Z8M1	1	1	1	1	1	1	['Bacteroidota']
2Z8MN	1	1	1	1	1	1	['Cyanobacteriota']
2Z8MQ	1	1	1	1	1	1	['Pseudomonadota']
2Z8NH	1	1	1	1	1	1	['Pseudomonadota']
2Z8NN	2	1	1	1	1	1	['Pseudomonadota']
2Z8NV	2	1	1	2	2	2	['Pseudomonadota']
2Z8NY	3	1	1	1	1	1	['Pseudomonadota']
2Z8P0	2	1	1	1	1	2	['Pseudomonadota']
2Z8P1	3	1	2	3	3	3	['Pseudomonadota']
2Z8P4	1	1	1	1	1	1	['Pseudomonadota']
2Z8PC	1	1	1	1	1	1	['Bacteroidota']
2Z8PF	5	1	2	3	3	3	['Pseudomonadota']
2Z8PP	1	1	1	1	1	1	['Pseudomonadota']
2Z8PV	5	1	1	1	1	2	['Pseudomonadota']
2Z8Q3	1	1	1	1	1	1	['Bacteroidota']
2Z8Q4	2	1	1	2	2	2	['Pseudomonadota']
2Z8R7	1	1	1	1	1	1	['Pseudomonadota']
2Z8R8	1	1	1	1	1	1	['Pseudomonadota']
2Z8RA	1	1	1	1	1	1	['Bacteroidota']
2Z8RK	1	1	1	1	1	1	['Pseudomonadota']
2Z8RX	2	1	1	2	2	2	['Pseudomonadota']
2Z8S2	1	1	1	1	1	1	['Pseudomonadota']
2Z8S3	1	1	1	1	1	1	['Pseudomonadota']
2Z8S8	1	1	1	1	1	1	['Pseudomonadota']
2Z8SJ	1	1	1	1	1	1	['Cyanobacteriota']
2Z8SK	3	1	1	1	1	2	['Pseudomonadota']
2Z8T2	1	1	1	1	1	1	['Pseudomonadota']
2Z8T7	3	1	1	1	1	1	['Pseudomonadota']
2Z8TA	1	1	1	1	1	1	['Pseudomonadota']
2Z8TC	1	1	1	1	1	1	['Cyanobacteriota']
2Z8TK	2	1	1	1	1	1	['Pseudomonadota']
2Z8TX	3	1	1	3	3	3	['Bacteroidota']
2Z8UK	2	1	1	2	2	2	['Pseudomonadota']
2Z8UP	1	1	1	1	1	1	['Pseudomonadota']
2Z8UQ	3	1	1	1	1	1	['Pseudomonadota']
2Z8UT	1	1	1	1	1	1	['Pseudomonadota']
2Z8UY	1	1	1	1	1	1	['Bacteroidota']
2Z8V3	2	1	1	1	1	2	['Pseudomonadota']
2Z8V7	1	1	1	1	1	1	['Pseudomonadota']
2Z8VG	1	1	1	1	1	1	['Bacteroidota']
2Z8VH	5	1	1	2	2	2	['Pseudomonadota']
2Z8VQ	2	1	1	1	1	2	['Pseudomonadota']
2Z8VY	2	1	1	2	2	2	['Pseudomonadota']
2Z8VZ	1	1	1	1	1	1	['Bacteroidota']
2Z8W2	1	1	1	1	1	1	['Pseudomonadota']
2Z8W3	1	1	1	1	1	1	['Pseudomonadota']
2Z8W7	2	1	1	2	2	2	['Pseudomonadota']
2Z8W8	1	1	1	1	1	1	['Pseudomonadota']
2Z8WH	1	1	1	1	1	1	['Pseudomonadota']
2Z8WJ	2	1	1	1	1	1	['Pseudomonadota']
2Z8WP	1	1	1	1	1	1	['Pseudomonadota']
2Z8WS	1	1	1	1	1	1	['Pseudomonadota']
2Z8WW	1	1	1	1	1	1	['Pseudomonadota']
2Z8WZ	1	1	1	1	1	1	['Pseudomonadota']
2Z8X1	1	1	1	1	1	1	['Pseudomonadota']
2Z8X2	1	1	1	1	1	1	['Bacteroidota']
2Z8XB	1	1	1	1	1	1	['Bacteroidota']
2Z8XR	1	1	1	1	1	1	['Pseudomonadota']
2Z8XV	1	1	1	1	1	1	['Pseudomonadota']
2Z8XW	1	1	1	1	1	1	['Bacteroidota']
2Z8Y7	2	1	1	2	2	2	['Pseudomonadota']
2Z8Y8	1	1	1	1	1	1	['Pseudomonadota']
2Z8Y9	2	1	2	2	2	2	['Pseudomonadota']
2Z8YF	1	1	1	1	1	1	['Pseudomonadota']
2Z8YM	2	1	1	1	1	2	['Pseudomonadota']
2Z8ZC	1	1	1	1	1	1	['Pseudomonadota']
2Z8ZP	4	2	2	3	3	3	['Pseudomonadota' 'Cyanobacteriota']
2Z8ZQ	2	1	1	2	2	2	['Pseudomonadota']
2Z8ZT	2	1	1	1	1	1	['Pseudomonadota']
2Z8ZX	1	1	1	1	1	1	['Pseudomonadota']
2Z902	2	1	1	2	2	2	['Pseudomonadota']
2Z908	1	1	1	1	1	1	['Bacteroidota']
2Z90A	2	1	2	2	2	2	['Pseudomonadota']
2Z90B	1	1	1	1	1	1	['Pseudomonadota']
2Z90P	2	1	1	2	2	2	['Bacteroidota']
2Z913	1	1	1	1	1	1	['Bacteroidota']
2Z915	1	1	1	1	1	1	['Pseudomonadota']
2Z91K	1	1	1	1	1	1	['Cyanobacteriota']
2Z91M	2	1	1	1	1	1	['Pseudomonadota']
2Z91Q	1	1	1	1	1	1	['Methanobacteriota']
2Z91X	2	1	1	1	1	1	['Pseudomonadota']
2Z91Y	1	1	1	1	1	1	['Pseudomonadota']
2Z924	3	1	1	2	3	3	['Pseudomonadota']
2Z92H	3	1	1	1	1	1	['Pseudomonadota']
2Z92P	1	1	1	1	1	1	['Pseudomonadota']
2Z92U	5	1	1	1	2	2	['Pseudomonadota']
2Z931	1	1	1	1	1	1	['Pseudomonadota']
2Z932	1	1	1	1	1	1	['Pseudomonadota']
2Z937	1	1	1	1	1	1	['Pseudomonadota']
2Z93E	1	1	1	1	1	1	['Bacteroidota']
2Z93I	1	1	1	1	1	1	['Pseudomonadota']
2Z93K	3	1	1	1	1	1	['Pseudomonadota']
2Z93W	3	1	1	1	1	1	['Pseudomonadota']
2Z941	1	1	1	1	1	1	['Pseudomonadota']
2Z94B	2	1	1	1	1	2	['Pseudomonadota']
2Z94R	1	1	1	1	1	1	['Pseudomonadota']
2Z950	2	1	1	1	1	2	['Pseudomonadota']
2Z954	2	1	2	2	2	2	['Pseudomonadota']
2Z956	1	1	1	1	1	1	['Pseudomonadota']
2Z95D	1	1	1	1	1	1	['Pseudomonadota']
2Z95H	2	1	1	1	1	1	['Pseudomonadota']
2Z95M	1	1	1	1	1	1	['Pseudomonadota']
2Z95Q	1	1	1	1	1	1	['Cyanobacteriota']
2Z96D	1	1	1	1	1	1	['Pseudomonadota']
2Z96G	1	1	1	1	1	1	['Bacteroidota']
2Z96K	1	1	1	1	1	1	['Pseudomonadota']
2Z96V	1	1	1	1	1	1	['Pseudomonadota']
2Z96Y	2	1	1	1	1	2	['Pseudomonadota']
2Z97H	1	1	1	1	1	1	['Pseudomonadota']
2Z97Y	1	1	1	1	1	1	['Pseudomonadota']
2Z98N	1	1	1	1	1	1	['Bacteroidota']
2Z99H	1	1	1	1	1	1	['Pseudomonadota']
2Z99I	1	1	1	1	1	1	['Pseudomonadota']
2Z9A1	2	1	1	1	2	2	['Pseudomonadota']
2Z9A2	3	3	3	3	3	3	['Pseudomonadota' 'Desulfobacterota' 'Bacteroidota']
2Z9AA	4	1	1	2	4	4	['Pseudomonadota']
2Z9B7	3	1	1	1	1	2	['Pseudomonadota']
2Z9B8	1	1	1	1	1	1	['Bacteroidota']
2Z9BC	1	1	1	1	1	1	['Bacteroidota']
2Z9BE	1	1	1	1	1	1	['Bacteroidota']
2Z9BG	1	1	1	1	1	1	['Bacteroidota']
2Z9BI	1	1	1	1	1	1	['Pseudomonadota']
2Z9BP	1	1	1	1	1	1	['Bacteroidota']
2Z9BT	1	1	1	1	1	1	['Bacteroidota']
2Z9C4	1	1	1	1	1	1	['Pseudomonadota']
2Z9CA	1	1	1	1	1	1	['Pseudomonadota']
2Z9CI	1	1	1	1	1	1	['Pseudomonadota']
2Z9CN	1	1	1	1	1	1	['Pseudomonadota']
2Z9CS	1	1	1	1	1	1	['Pseudomonadota']
2Z9CX	1	1	1	1	1	1	['Pseudomonadota']
2Z9D6	1	1	1	1	1	1	['Bacteroidota']
2Z9D7	1	1	1	1	1	1	['Pseudomonadota']
2Z9D8	2	1	1	1	1	2	['Pseudomonadota']
2Z9DE	1	1	1	1	1	1	['Pseudomonadota']
2Z9DH	1	1	1	1	1	1	['Pseudomonadota']
2Z9DI	1	1	1	1	1	1	['Pseudomonadota']
2Z9DS	1	1	1	1	1	1	['Pseudomonadota']
2Z9DZ	1	1	1	1	1	1	['Pseudomonadota']
2Z9E2	1	1	1	1	1	1	['Bacteroidota']
2Z9E3	4	1	1	1	1	1	['Pseudomonadota']
2Z9E6	4	1	1	2	2	2	['Pseudomonadota']
2Z9E7	1	1	1	1	1	1	['Pseudomonadota']
2Z9EC	1	1	1	1	1	1	['Pseudomonadota']
2Z9EH	7	1	1	2	2	3	['Pseudomonadota']
2Z9EI	1	1	1	1	1	1	['Bacteroidota']
2Z9EW	1	1	1	1	1	1	['Bacteroidota']
2Z9FC	2	1	1	2	2	2	['Pseudomonadota']
2Z9FJ	2	1	1	1	1	2	['Pseudomonadota']
2Z9FR	1	1	1	1	1	1	['Bacteroidota']
2Z9G8	2	1	1	1	1	1	['Pseudomonadota']
2Z9GA	2	1	1	1	1	1	['Pseudomonadota']
2Z9GK	2	1	1	1	1	1	['Pseudomonadota']
2Z9GT	2	1	1	2	2	2	['Pseudomonadota']
