root_og	n_species	n_phyla	n_classes	n_orders	n_families	n_genera	phyla_set
30TFR	1	1	1	1	1	1	['Desulfobacterota']
30TGN	1	1	1	1	1	1	['Desulfobacterota']
30TGR	1	1	1	1	1	1	['Pseudomonadota']
30TKI	1	1	1	1	1	1	['Pseudomonadota']
30TMQ	3	1	2	2	2	2	['Pseudomonadota']
30TQH	2	1	1	1	1	1	['Pseudomonadota']
30TRX	1	1	1	1	1	1	['Pseudomonadota']
30TXN	1	1	1	1	1	1	['Bacteroidota']
30TYD	1	1	1	1	1	1	['Pseudomonadota']
30TZA	1	1	1	1	1	1	['Bacteroidota']
30U2A	1	1	1	1	1	1	['Pseudomonadota']
30U30	1	1	1	1	1	1	['Pseudomonadota']
30U3D	1	1	1	1	1	1	['Bacteroidota']
30U6A	1	1	1	1	1	1	['Pseudomonadota']
30U8F	1	1	1	1	1	1	['Pseudomonadota']
30U9W	1	1	1	1	1	1	['Bacteroidota']
30UB9	1	1	1	1	1	1	['Cyanobacteriota']
30UCU	3	1	1	1	1	1	['Pseudomonadota']
30UD5	1	1	1	1	1	1	['Pseudomonadota']
30UGJ	1	1	1	1	1	1	['Pseudomonadota']
30UHR	1	1	1	1	1	1	['Bacteroidota']
30UI3	1	1	1	1	1	1	['Pseudomonadota']
30UJD	1	1	1	1	1	1	['Pseudomonadota']
30UQ8	2	1	1	1	1	1	['Pseudomonadota']
30USJ	1	1	1	1	1	1	['Pseudomonadota']
30UY1	2	1	1	1	1	1	['Pseudomonadota']
30UYN	1	1	1	1	1	1	['Pseudomonadota']
30V19	2	1	1	1	1	1	['Pseudomonadota']
30V6H	1	1	1	1	1	1	['Pseudomonadota']
30V80	2	1	1	1	1	1	['Pseudomonadota']
30V88	1	1	1	1	1	1	['Bacteroidota']
30V8Q	1	1	1	1	1	1	['Pseudomonadota']
30VA2	1	1	1	1	1	1	['Pseudomonadota']
30VDM	1	1	1	1	1	1	['Cyanobacteriota']
30VE1	1	1	1	1	1	1	['Pseudomonadota']
30VEV	1	1	1	1	1	1	['Cyanobacteriota']
30VGN	1	1	1	1	1	1	['Bacteroidota']
30VH0	1	1	1	1	1	1	['Pseudomonadota']
30VHV	1	1	1	1	1	1	['Pseudomonadota']
30VI4	1	1	1	1	1	1	['Pseudomonadota']
30VJ8	1	1	1	1	1	1	['Pseudomonadota']
30VK5	1	1	1	1	1	1	['Pseudomonadota']
30VQ4	1	1	1	1	1	1	['Pseudomonadota']
30VT0	1	1	1	1	1	1	['Pseudomonadota']
30VVQ	1	1	1	1	1	1	['Bacteroidota']
30VW1	1	1	1	1	1	1	['Desulfobacterota']
30VX3	1	1	1	1	1	1	['Pseudomonadota']
30VXS	1	1	1	1	1	1	['Pseudomonadota']
30VXW	1	1	1	1	1	1	['Pseudomonadota']
30W03	1	1	1	1	1	1	['Pseudomonadota']
30W08	1	1	1	1	1	1	['Desulfobacterota']
30W0J	1	1	1	1	1	1	['Pseudomonadota']
30W1B	1	1	1	1	1	1	['Pseudomonadota']
30W1D	1	1	1	1	1	1	['Bacteroidota']
30W1H	1	1	1	1	1	1	['Bacteroidota']
30W1K	1	1	1	1	1	1	['Bacteroidota']
30W5T	1	1	1	1	1	1	['Bacteroidota']
30W6E	1	1	1	1	1	1	['Pseudomonadota']
30W7C	1	1	1	1	1	1	['Pseudomonadota']
30W7J	1	1	1	1	1	1	['Bacteroidota']
30W7S	1	1	1	1	1	1	['Bacteroidota']
30W8M	1	1	1	1	1	1	['Bacteroidota']
30W8N	1	1	1	1	1	1	['Bacteroidota']
30W9P	1	1	1	1	1	1	['Bacteroidota']
30WBS	2	1	1	1	2	2	['Pseudomonadota']
30WE1	1	1	1	1	1	1	['Bacteroidota']
30WE5	1	1	1	1	1	1	['Bacteroidota']
30WEH	1	1	1	1	1	1	['Bacteroidota']
30WF0	1	1	1	1	1	1	['Pseudomonadota']
30WFS	1	1	1	1	1	1	['Bacteroidota']
30WHG	1	1	1	1	1	1	['Pseudomonadota']
30WMD	1	1	1	1	1	1	['Pseudomonadota']
30WMF	1	1	1	1	1	1	['Pseudomonadota']
30WMW	1	1	1	1	1	1	['Bacteroidota']
30WND	1	1	1	1	1	1	['Pseudomonadota']
30WNH	1	1	1	1	1	1	['Pseudomonadota']
30WNU	1	1	1	1	1	1	['Bacteroidota']
30WNZ	1	1	1	1	1	1	['Pseudomonadota']
30WPP	1	1	1	1	1	1	['Bacteroidota']
30WQF	1	1	1	1	1	1	['Bacteroidota']
30WR6	1	1	1	1	1	1	['Bacteroidota']
30WRH	1	1	1	1	1	1	['Pseudomonadota']
30WSG	1	1	1	1	1	1	['Pseudomonadota']
30WSQ	3	1	1	1	1	1	['Pseudomonadota']
30WT2	1	1	1	1	1	1	['Pseudomonadota']
30WTY	1	1	1	1	1	1	['Pseudomonadota']
30WUM	2	1	1	1	1	1	['Pseudomonadota']
30WV3	1	1	1	1	1	1	['Pseudomonadota']
30WV7	1	1	1	1	1	1	['Pseudomonadota']
30WVF	1	1	1	1	1	1	['Pseudomonadota']
30WWB	1	1	1	1	1	1	['Pseudomonadota']
30WXR	1	1	1	1	1	1	['Pseudomonadota']
30WXZ	1	1	1	1	1	1	['Pseudomonadota']
30WYT	1	1	1	1	1	1	['Pseudomonadota']
30WYZ	1	1	1	1	1	1	['Bacteroidota']
30WZ0	1	1	1	1	1	1	['Bacteroidota']
30WZ3	1	1	1	1	1	1	['Bacteroidota']
30WZ5	1	1	1	1	1	1	['Pseudomonadota']
30WZ6	1	1	1	1	1	1	['Pseudomonadota']
30WZY	2	1	1	1	1	1	['Pseudomonadota']
30X0R	1	1	1	1	1	1	['Pseudomonadota']
30X10	1	1	1	1	1	1	['Pseudomonadota']
30X15	2	1	1	1	1	1	['Pseudomonadota']
30X18	1	1	1	1	1	1	['Pseudomonadota']
30X2I	1	1	1	1	1	1	['Pseudomonadota']
30X2J	1	1	1	1	1	1	['Pseudomonadota']
30X2S	3	1	1	1	1	1	['Pseudomonadota']
30X2V	1	1	1	1	1	1	['Pseudomonadota']
30X2X	3	1	1	1	1	1	['Pseudomonadota']
30X39	1	1	1	1	1	1	['Pseudomonadota']
30X3G	3	1	1	1	1	1	['Pseudomonadota']
30X3H	1	1	1	1	1	1	['Pseudomonadota']
30X3T	1	1	1	1	1	1	['Pseudomonadota']
30X3U	1	1	1	1	1	1	['Pseudomonadota']
30X42	1	1	1	1	1	1	['Pseudomonadota']
30X45	1	1	1	1	1	1	['Pseudomonadota']
30X49	1	1	1	1	1	1	['Pseudomonadota']
30X4B	1	1	1	1	1	1	['Pseudomonadota']
30X55	1	1	1	1	1	1	['Pseudomonadota']
30X59	1	1	1	1	1	1	['Pseudomonadota']
30X5F	1	1	1	1	1	1	['Pseudomonadota']
30X5I	1	1	1	1	1	1	['Bacteroidota']
30X5J	1	1	1	1	1	1	['Pseudomonadota']
30X6I	1	1	1	1	1	1	['Bacteroidota']
30X6Y	1	1	1	1	1	1	['Pseudomonadota']
30X6Z	1	1	1	1	1	1	['Bacteroidota']
30X71	1	1	1	1	1	1	['Pseudomonadota']
30X7G	1	1	1	1	1	1	['Pseudomonadota']
30X8S	1	1	1	1	1	1	['Pseudomonadota']
30X8U	3	1	1	1	1	1	['Pseudomonadota']
30X9K	1	1	1	1	1	1	['Bacteroidota']
30XA3	1	1	1	1	1	1	['Pseudomonadota']
30XA5	1	1	1	1	1	1	['Bacteroidota']
30XA7	3	1	1	1	1	1	['Pseudomonadota']
30XAB	1	1	1	1	1	1	['Bacteroidota']
30XAH	3	1	1	1	1	1	['Pseudomonadota']
30XAR	1	1	1	1	1	1	['Bacteroidota']
30XAU	1	1	1	1	1	1	['Bacteroidota']
30XB2	1	1	1	1	1	1	['Pseudomonadota']
30XD9	1	1	1	1	1	1	['Bacteroidota']
30XDD	1	1	1	1	1	1	['Bacteroidota']
30XDM	1	1	1	1	1	1	['Bacteroidota']
30XDN	3	1	1	1	1	1	['Pseudomonadota']
30XDR	1	1	1	1	1	1	['Pseudomonadota']
30XEU	1	1	1	1	1	1	['Pseudomonadota']
30XF3	1	1	1	1	1	1	['Pseudomonadota']
30XGI	1	1	1	1	1	1	['Pseudomonadota']
30XH6	1	1	1	1	1	1	['Pseudomonadota']
30XHN	1	1	1	1	1	1	['Pseudomonadota']
30XHX	3	1	1	1	1	1	['Pseudomonadota']
30XI2	1	1	1	1	1	1	['Bacteroidota']
30XI5	1	1	1	1	1	1	['Bacteroidota']
30XIB	1	1	1	1	1	1	['Pseudomonadota']
30XIT	1	1	1	1	1	1	['Pseudomonadota']
30XJJ	1	1	1	1	1	1	['Bacteroidota']
30XJN	2	1	1	1	1	1	['Pseudomonadota']
30XJQ	1	1	1	1	1	1	['Bacteroidota']
30XMD	1	1	1	1	1	1	['Bacteroidota']
30XMF	1	1	1	1	1	1	['Pseudomonadota']
30XMN	1	1	1	1	1	1	['Bacteroidota']
30XMP	1	1	1	1	1	1	['Bacteroidota']
30XN2	1	1	1	1	1	1	['Bacteroidota']
30XNG	1	1	1	1	1	1	['Bacteroidota']
30XNI	1	1	1	1	1	1	['Pseudomonadota']
30XPD	3	1	1	1	1	1	['Pseudomonadota']
30XSS	1	1	1	1	1	1	['Pseudomonadota']
30XUF	1	1	1	1	1	1	['Bacteroidota']
30XV2	1	1	1	1	1	1	['Pseudomonadota']
30XWI	1	1	1	1	1	1	['Pseudomonadota']
30XX1	1	1	1	1	1	1	['Bacteroidota']
30XXK	1	1	1	1	1	1	['Bacteroidota']
30XXR	1	1	1	1	1	1	['Pseudomonadota']
30XY0	1	1	1	1	1	1	['Bacteroidota']
30XZ1	1	1	1	1	1	1	['Bacteroidota']
30XZU	1	1	1	1	1	1	['Pseudomonadota']
30Y06	1	1	1	1	1	1	['Pseudomonadota']
30Y0Q	1	1	1	1	1	1	['Bacteroidota']
30Y1B	3	1	1	1	1	1	['Pseudomonadota']
30Y1C	3	1	1	1	1	1	['Pseudomonadota']
30Y1F	3	1	1	1	1	1	['Pseudomonadota']
30Y1G	1	1	1	1	1	1	['Pseudomonadota']
30Y1N	1	1	1	1	1	1	['Pseudomonadota']
30Y1S	1	1	1	1	1	1	['Pseudomonadota']
30Y27	1	1	1	1	1	1	['Pseudomonadota']
30Y2B	1	1	1	1	1	1	['Pseudomonadota']
30Y2E	1	1	1	1	1	1	['Pseudomonadota']
30Y2G	1	1	1	1	1	1	['Pseudomonadota']
30Y2U	1	1	1	1	1	1	['Pseudomonadota']
30Y2W	1	1	1	1	1	1	['Pseudomonadota']
30Y30	1	1	1	1	1	1	['Pseudomonadota']
30Y3N	1	1	1	1	1	1	['Pseudomonadota']
30Y3Q	1	1	1	1	1	1	['Pseudomonadota']
30Y3R	1	1	1	1	1	1	['Pseudomonadota']
30Y4E	3	1	1	1	1	1	['Pseudomonadota']
30Y4T	1	1	1	1	1	1	['Pseudomonadota']
30Y52	1	1	1	1	1	1	['Pseudomonadota']
30Y5J	1	1	1	1	1	1	['Pseudomonadota']
30Y6U	1	1	1	1	1	1	['Pseudomonadota']
30Y7B	1	1	1	1	1	1	['Pseudomonadota']
30Y7S	1	1	1	1	1	1	['Pseudomonadota']
30Y8G	1	1	1	1	1	1	['Pseudomonadota']
30Y8T	2	1	1	1	1	1	['Pseudomonadota']
30Y9J	1	1	1	1	1	1	['Pseudomonadota']
30Y9K	2	1	1	1	1	1	['Pseudomonadota']
30YA2	1	1	1	1	1	1	['Bacteroidota']
30YAU	1	1	1	1	1	1	['Pseudomonadota']
30YBJ	1	1	1	1	1	1	['Pseudomonadota']
30YC5	1	1	1	1	1	1	['Pseudomonadota']
30YCV	1	1	1	1	1	1	['Pseudomonadota']
30YEW	1	1	1	1	1	1	['Bacteroidota']
30YFR	1	1	1	1	1	1	['Pseudomonadota']
30YGD	1	1	1	1	1	1	['Bacteroidota']
30YHT	1	1	1	1	1	1	['Bacteroidota']
30YIG	1	1	1	1	1	1	['Pseudomonadota']
30YJ3	1	1	1	1	1	1	['Pseudomonadota']
30YJV	1	1	1	1	1	1	['Pseudomonadota']
30YK0	1	1	1	1	1	1	['Pseudomonadota']
30YM4	1	1	1	1	1	1	['Pseudomonadota']
30YMW	1	1	1	1	1	1	['Pseudomonadota']
30YNT	1	1	1	1	1	1	['Pseudomonadota']
30YQ2	3	1	1	1	1	1	['Pseudomonadota']
30YQZ	1	1	1	1	1	1	['Pseudomonadota']
30YR7	1	1	1	1	1	1	['Bacteroidota']
30YRT	1	1	1	1	1	1	['Pseudomonadota']
30YRZ	1	1	1	1	1	1	['Pseudomonadota']
30YTH	1	1	1	1	1	1	['Bacteroidota']
30YXZ	1	1	1	1	1	1	['Pseudomonadota']
30YY4	1	1	1	1	1	1	['Bacteroidota']
30YZK	1	1	1	1	1	1	['Bacteroidota']
30YZV	1	1	1	1	1	1	['Pseudomonadota']
30Z16	1	1	1	1	1	1	['Pseudomonadota']
30Z3C	1	1	1	1	1	1	['Pseudomonadota']
30Z3R	1	1	1	1	1	1	['Pseudomonadota']
30Z46	1	1	1	1	1	1	['Pseudomonadota']
30Z85	1	1	1	1	1	1	['Pseudomonadota']
30ZA2	1	1	1	1	1	1	['Pseudomonadota']
30ZC4	1	1	1	1	1	1	['Pseudomonadota']
30ZDH	2	1	1	2	2	2	['Pseudomonadota']
30ZDY	1	1	1	1	1	1	['Pseudomonadota']
30ZE2	1	1	1	1	1	1	['Pseudomonadota']
30ZE7	1	1	1	1	1	1	['Pseudomonadota']
30ZNE	1	1	1	1	1	1	['Bacteroidota']
30ZPI	1	1	1	1	1	1	['Bacteroidota']
30ZPT	1	1	1	1	1	1	['Bacteroidota']
30ZXQ	1	1	1	1	1	1	['Pseudomonadota']
30ZY3	2	1	1	1	1	1	['Pseudomonadota']
30ZYE	1	1	1	1	1	1	['Desulfobacterota']
30ZZ2	1	1	1	1	1	1	['Pseudomonadota']
3100P	1	1	1	1	1	1	['Desulfobacterota']
31022	1	1	1	1	1	1	['Bacteroidota']
3104Q	1	1	1	1	1	1	['Pseudomonadota']
3109H	1	1	1	1	1	1	['Pseudomonadota']
310B8	2	1	1	1	1	1	['Pseudomonadota']
310BK	1	1	1	1	1	1	['Pseudomonadota']
310FZ	4	1	1	2	2	3	['Pseudomonadota']
310GM	1	1	1	1	1	1	['Bacteroidota']
310JG	1	1	1	1	1	1	['Pseudomonadota']
310QQ	1	1	1	1	1	1	['Pseudomonadota']
310QX	1	1	1	1	1	1	['Bacteroidota']
310RA	1	1	1	1	1	1	['Bacteroidota']
310VA	1	1	1	1	1	1	['Pseudomonadota']
310VV	1	1	1	1	1	1	['Bacteroidota']
310XH	1	1	1	1	1	1	['Pseudomonadota']
310Z1	2	1	1	1	1	1	['Pseudomonadota']
310ZN	1	1	1	1	1	1	['Desulfobacterota']
3110Z	1	1	1	1	1	1	['Bacteroidota']
3114D	2	1	1	1	1	1	['Pseudomonadota']
311FE	1	1	1	1	1	1	['Pseudomonadota']
311GS	1	1	1	1	1	1	['Bacteroidota']
311PE	2	1	1	2	2	2	['Pseudomonadota']
311V9	1	1	1	1	1	1	['Bacteroidota']
311Z5	1	1	1	1	1	1	['Desulfobacterota']
31243	1	1	1	1	1	1	['Pseudomonadota']
3124R	1	1	1	1	1	1	['Bacteroidota']
3125I	1	1	1	1	1	1	['Pseudomonadota']
31273	1	1	1	1	1	1	['Pseudomonadota']
312BP	2	1	1	2	2	2	['Pseudomonadota']
312C4	1	1	1	1	1	1	['Pseudomonadota']
312CB	1	1	1	1	1	1	['Pseudomonadota']
312E7	1	1	1	1	1	1	['Pseudomonadota']
312EI	2	1	1	1	1	2	['Pseudomonadota']
312F7	1	1	1	1	1	1	['Pseudomonadota']
312HC	1	1	1	1	1	1	['Pseudomonadota']
312MZ	1	1	1	1	1	1	['Pseudomonadota']
312P2	1	1	1	1	1	1	['Pseudomonadota']
312PZ	1	1	1	1	1	1	['Bacteroidota']
312RJ	1	1	1	1	1	1	['Pseudomonadota']
312RM	1	1	1	1	1	1	['Pseudomonadota']
312S4	1	1	1	1	1	1	['Pseudomonadota']
312S6	1	1	1	1	1	1	['Pseudomonadota']
312SP	1	1	1	1	1	1	['Pseudomonadota']
312SQ	1	1	1	1	1	1	['Bacteroidota']
312T9	1	1	1	1	1	1	['Pseudomonadota']
312TB	1	1	1	1	1	1	['Pseudomonadota']
312TT	1	1	1	1	1	1	['Bacteroidota']
312UW	1	1	1	1	1	1	['Pseudomonadota']
312VV	1	1	1	1	1	1	['Pseudomonadota']
312W6	1	1	1	1	1	1	['Pseudomonadota']
312WH	4	1	1	3	3	3	['Pseudomonadota']
312WX	1	1	1	1	1	1	['Pseudomonadota']
312YP	1	1	1	1	1	1	['Pseudomonadota']
312Z0	1	1	1	1	1	1	['Bacteroidota']
312ZF	1	1	1	1	1	1	['Pseudomonadota']
312ZJ	1	1	1	1	1	1	['Pseudomonadota']
312ZR	1	1	1	1	1	1	['Pseudomonadota']
312ZU	1	1	1	1	1	1	['Pseudomonadota']
312ZX	2	1	1	1	1	2	['Pseudomonadota']
3130E	1	1	1	1	1	1	['Pseudomonadota']
3130G	1	1	1	1	1	1	['Pseudomonadota']
3130P	1	1	1	1	1	1	['Pseudomonadota']
3130R	1	1	1	1	1	1	['Pseudomonadota']
3130S	1	1	1	1	1	1	['Pseudomonadota']
3130X	1	1	1	1	1	1	['Pseudomonadota']
31310	1	1	1	1	1	1	['Pseudomonadota']
31316	3	1	1	2	2	3	['Pseudomonadota']
3131B	1	1	1	1	1	1	['Pseudomonadota']
3131C	1	1	1	1	1	1	['Pseudomonadota']
3131D	1	1	1	1	1	1	['Pseudomonadota']
3131E	1	1	1	1	1	1	['Pseudomonadota']
3131F	1	1	1	1	1	1	['Pseudomonadota']
3131G	1	1	1	1	1	1	['Pseudomonadota']
3131H	1	1	1	1	1	1	['Pseudomonadota']
3131X	1	1	1	1	1	1	['Pseudomonadota']
31320	1	1	1	1	1	1	['Pseudomonadota']
31333	1	1	1	1	1	1	['Pseudomonadota']
31347	1	1	1	1	1	1	['Pseudomonadota']
3134D	1	1	1	1	1	1	['Pseudomonadota']
3134N	1	1	1	1	1	1	['Cyanobacteriota']
31351	1	1	1	1	1	1	['Pseudomonadota']
3136C	2	1	1	1	1	1	['Pseudomonadota']
3137T	1	1	1	1	1	1	['Cyanobacteriota']
3138F	1	1	1	1	1	1	['Pseudomonadota']
313AJ	1	1	1	1	1	1	['Pseudomonadota']
313B9	8	1	1	2	3	6	['Pseudomonadota']
313BR	1	1	1	1	1	1	['Pseudomonadota']
313F3	1	1	1	1	1	1	['Pseudomonadota']
313FK	1	1	1	1	1	1	['Cyanobacteriota']
313H9	1	1	1	1	1	1	['Pseudomonadota']
313HU	1	1	1	1	1	1	['Pseudomonadota']
313I2	1	1	1	1	1	1	['Bacteroidota']
313IZ	1	1	1	1	1	1	['Pseudomonadota']
313KJ	2	1	1	1	1	1	['Pseudomonadota']
313MX	1	1	1	1	1	1	['Cyanobacteriota']
313N0	1	1	1	1	1	1	['Bacteroidota']
313N1	1	1	1	1	1	1	['Bacteroidota']
313NF	3	1	1	2	2	2	['Pseudomonadota']
313NJ	1	1	1	1	1	1	['Pseudomonadota']
313NS	1	1	1	1	1	1	['Pseudomonadota']
313PE	2	1	1	1	1	1	['Pseudomonadota']
313PK	1	1	1	1	1	1	['Pseudomonadota']
313RT	1	1	1	1	1	1	['Bacteroidota']
313YE	1	1	1	1	1	1	['Pseudomonadota']
313YR	1	1	1	1	1	1	['Cyanobacteriota']
3140B	1	1	1	1	1	1	['Bacteroidota']
3142J	1	1	1	1	1	1	['Pseudomonadota']
3143E	2	1	1	1	1	2	['Pseudomonadota']
3144S	1	1	1	1	1	1	['Pseudomonadota']
31468	9	1	1	1	2	2	['Pseudomonadota']
31476	1	1	1	1	1	1	['Bacteroidota']
3147H	1	1	1	1	1	1	['Pseudomonadota']
3147Y	1	1	1	1	1	1	['Pseudomonadota']
314A5	1	1	1	1	1	1	['Pseudomonadota']
314BX	1	1	1	1	1	1	['Pseudomonadota']
314DW	1	1	1	1	1	1	['Pseudomonadota']
314EE	1	1	1	1	1	1	['Pseudomonadota']
314FF	1	1	1	1	1	1	['Pseudomonadota']
314G6	1	1	1	1	1	1	['Pseudomonadota']
314GG	1	1	1	1	1	1	['Pseudomonadota']
314GT	1	1	1	1	1	1	['Pseudomonadota']
314H1	2	1	1	1	1	1	['Pseudomonadota']
314HI	1	1	1	1	1	1	['Pseudomonadota']
314HP	1	1	1	1	1	1	['Pseudomonadota']
314HZ	1	1	1	1	1	1	['Pseudomonadota']
314I2	1	1	1	1	1	1	['Pseudomonadota']
314J5	1	1	1	1	1	1	['Pseudomonadota']
314MB	1	1	1	1	1	1	['Pseudomonadota']
314MJ	1	1	1	1	1	1	['Pseudomonadota']
314MR	1	1	1	1	1	1	['Pseudomonadota']
314MS	1	1	1	1	1	1	['Pseudomonadota']
314NC	3	1	1	1	1	1	['Pseudomonadota']
314NG	1	1	1	1	1	1	['Pseudomonadota']
314NH	1	1	1	1	1	1	['Cyanobacteriota']
314NU	1	1	1	1	1	1	['Bacteroidota']
314PJ	1	1	1	1	1	1	['Pseudomonadota']
314QQ	1	1	1	1	1	1	['Cyanobacteriota']
314R7	1	1	1	1	1	1	['Pseudomonadota']
314RS	1	1	1	1	1	1	['Pseudomonadota']
314S6	1	1	1	1	1	1	['Pseudomonadota']
314SE	1	1	1	1	1	1	['Pseudomonadota']
314TA	1	1	1	1	1	1	['Pseudomonadota']
314UK	1	1	1	1	1	1	['Pseudomonadota']
314UQ	1	1	1	1	1	1	['Pseudomonadota']
314V8	1	1	1	1	1	1	['Pseudomonadota']
314VX	1	1	1	1	1	1	['Pseudomonadota']
314W6	1	1	1	1	1	1	['Pseudomonadota']
314WP	1	1	1	1	1	1	['Pseudomonadota']
314WQ	1	1	1	1	1	1	['Pseudomonadota']
314WR	1	1	1	1	1	1	['Pseudomonadota']
314X7	1	1	1	1	1	1	['Cyanobacteriota']
314XV	1	1	1	1	1	1	['Cyanobacteriota']
314YP	1	1	1	1	1	1	['Bacteroidota']
314YS	1	1	1	1	1	1	['Pseudomonadota']
314YY	1	1	1	1	1	1	['Bacteroidota']
314ZF	1	1	1	1	1	1	['Pseudomonadota']
314ZK	1	1	1	1	1	1	['Pseudomonadota']
31501	1	1	1	1	1	1	['Cyanobacteriota']
31502	1	1	1	1	1	1	['Pseudomonadota']
3150F	1	1	1	1	1	1	['Pseudomonadota']
31512	1	1	1	1	1	1	['Pseudomonadota']
3151F	1	1	1	1	1	1	['Pseudomonadota']
3151M	1	1	1	1	1	1	['Pseudomonadota']
3151P	1	1	1	1	1	1	['Pseudomonadota']
31528	1	1	1	1	1	1	['Pseudomonadota']
3152C	1	1	1	1	1	1	['Pseudomonadota']
3152E	1	1	1	1	1	1	['Pseudomonadota']
3152J	1	1	1	1	1	1	['Pseudomonadota']
3153E	1	1	1	1	1	1	['Pseudomonadota']
3154N	1	1	1	1	1	1	['Pseudomonadota']
3154P	1	1	1	1	1	1	['Pseudomonadota']
31552	1	1	1	1	1	1	['Pseudomonadota']
31555	1	1	1	1	1	1	['Bacteroidota']
3155A	1	1	1	1	1	1	['Pseudomonadota']
3155G	1	1	1	1	1	1	['Pseudomonadota']
3155P	1	1	1	1	1	1	['Bacteroidota']
3156H	2	1	1	1	1	1	['Pseudomonadota']
3157N	1	1	1	1	1	1	['Bacteroidota']
3157V	1	1	1	1	1	1	['Pseudomonadota']
3158M	1	1	1	1	1	1	['Bacteroidota']
3158R	1	1	1	1	1	1	['Pseudomonadota']
3159V	1	1	1	1	1	1	['Pseudomonadota']
3159Z	1	1	1	1	1	1	['Pseudomonadota']
315AJ	1	1	1	1	1	1	['Bacteroidota']
315AP	1	1	1	1	1	1	['Bacteroidota']
315B4	1	1	1	1	1	1	['Pseudomonadota']
315BB	1	1	1	1	1	1	['Pseudomonadota']
315BR	1	1	1	1	1	1	['Pseudomonadota']
315C6	9	1	1	1	3	6	['Pseudomonadota']
315DF	2	1	1	2	2	2	['Bacteroidota']
315DT	1	1	1	1	1	1	['Pseudomonadota']
315DV	1	1	1	1	1	1	['Pseudomonadota']
315ER	1	1	1	1	1	1	['Pseudomonadota']
315FH	1	1	1	1	1	1	['Pseudomonadota']
315FX	3	1	1	1	1	1	['Pseudomonadota']
315G4	1	1	1	1	1	1	['Bacteroidota']
315GW	1	1	1	1	1	1	['Bacteroidota']
315HG	1	1	1	1	1	1	['Pseudomonadota']
315HH	1	1	1	1	1	1	['Bacteroidota']
315HP	1	1	1	1	1	1	['Pseudomonadota']
315I6	1	1	1	1	1	1	['Pseudomonadota']
315JQ	1	1	1	1	1	1	['Bacteroidota']
315JS	1	1	1	1	1	1	['Pseudomonadota']
315K0	3	1	1	1	1	1	['Pseudomonadota']
315KB	1	1	1	1	1	1	['Pseudomonadota']
315MF	1	1	1	1	1	1	['Pseudomonadota']
315MR	1	1	1	1	1	1	['Pseudomonadota']
315NU	1	1	1	1	1	1	['Pseudomonadota']
315NW	1	1	1	1	1	1	['Pseudomonadota']
315NX	2	1	1	1	1	1	['Pseudomonadota']
315RI	1	1	1	1	1	1	['Bacteroidota']
315S2	1	1	1	1	1	1	['Bacteroidota']
315S8	1	1	1	1	1	1	['Bacteroidota']
315S9	2	1	1	2	2	2	['Pseudomonadota']
315SW	1	1	1	1	1	1	['Pseudomonadota']
315TH	1	1	1	1	1	1	['Bacteroidota']
315TU	1	1	1	1	1	1	['Bacteroidota']
315U5	2	1	1	1	1	2	['Pseudomonadota']
315UG	4	1	1	3	3	4	['Pseudomonadota']
315UU	1	1	1	1	1	1	['Pseudomonadota']
315VF	1	1	1	1	1	1	['Pseudomonadota']
315VJ	1	1	1	1	1	1	['Pseudomonadota']
315VU	1	1	1	1	1	1	['Pseudomonadota']
315W1	1	1	1	1	1	1	['Pseudomonadota']
315W2	2	1	1	1	1	2	['Pseudomonadota']
315WQ	3	1	1	3	3	3	['Pseudomonadota']
315WY	1	1	1	1	1	1	['Pseudomonadota']
315Y3	1	1	1	1	1	1	['Pseudomonadota']
315YE	1	1	1	1	1	1	['Bacteroidota']
315Z0	1	1	1	1	1	1	['Pseudomonadota']
315Z3	1	1	1	1	1	1	['Pseudomonadota']
31606	1	1	1	1	1	1	['Pseudomonadota']
3160H	1	1	1	1	1	1	['Pseudomonadota']
3160N	1	1	1	1	1	1	['Pseudomonadota']
31611	1	1	1	1	1	1	['Pseudomonadota']
3161B	1	1	1	1	1	1	['Desulfobacterota']
3161D	1	1	1	1	1	1	['Pseudomonadota']
3161V	3	1	1	1	1	1	['Pseudomonadota']
3162F	1	1	1	1	1	1	['Pseudomonadota']
3162G	1	1	1	1	1	1	['Pseudomonadota']
3164D	1	1	1	1	1	1	['Pseudomonadota']
3164V	2	1	1	1	1	1	['Pseudomonadota']
31653	1	1	1	1	1	1	['Pseudomonadota']
3165I	1	1	1	1	1	1	['Pseudomonadota']
3165P	3	1	1	1	1	1	['Pseudomonadota']
3165Q	1	1	1	1	1	1	['Pseudomonadota']
3165Z	1	1	1	1	1	1	['Pseudomonadota']
31669	3	1	2	2	2	2	['Pseudomonadota']
3166M	1	1	1	1	1	1	['Pseudomonadota']
3166T	1	1	1	1	1	1	['Pseudomonadota']
3166V	1	1	1	1	1	1	['Pseudomonadota']
3166Y	1	1	1	1	1	1	['Pseudomonadota']
31676	1	1	1	1	1	1	['Pseudomonadota']
3167P	1	1	1	1	1	1	['Pseudomonadota']
3167W	1	1	1	1	1	1	['Pseudomonadota']
3167X	1	1	1	1	1	1	['Pseudomonadota']
3168C	1	1	1	1	1	1	['Pseudomonadota']
3168D	1	1	1	1	1	1	['Desulfobacterota']
3168J	1	1	1	1	1	1	['Pseudomonadota']
3169B	1	1	1	1	1	1	['Pseudomonadota']
