root_og	n_species	n_phyla	n_classes	n_orders	n_families	n_genera	phyla_set
COG0667	20805	121	303	839	1809	6191	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RUG730;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA8248;UBA9089;UBP13;UBP18;UBP4;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0670	12439	69	139	455	954	3327	Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_E;Bacillota_F;Bacteroidota;Bdellovibrionota;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cyanobacteriota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Dormibacterota;Elusimicrobiota;Eremiobacterota;Fermentibacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JAAXHH01;JdFR-76;KSB1;Krumholzibacteriota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;RUG730;Riflebacteria;SAR324;SZUA-79;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoproteota;UBA10199;UBA3054;UBA8248;Verrucomicrobiota;Wallbacteria
COG0683	18764	123	302	818	1797	5893	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;EX4484-52;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;Iainarchaeota;JAAXHH01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA3054;UBA6262;UBA8248;UBA8481;UBA9089;UBP15;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0685	21771	130	323	867	1871	6416	AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;Iainarchaeota;JAAXHH01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP18;UBP4;UBP6;Undinarchaeota;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0694	14525	109	256	688	1480	4722	AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CSP1-3;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Eisenbacteria;Elusimicrobiota;Eremiobacterota;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Hadarchaeota;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;JABDJQ01;JADFOP01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methylomirabilota;Micrarchaeota;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RUG730;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP15;UBP18;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0706	24942	126	303	910	2096	7281	AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP18;UBP4;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0714	23044	129	324	893	2010	6848	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;EX4484-52;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nanohaloarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;RUG730;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6266;UBA8248;UBA9089;UBP13;UBP15;UBP18;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0715	18950	99	265	723	1609	5595	4484-113;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CSP1-3;Caldisericota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Goldbacteria;Halobacteriota;Hydrogenedentota;Iainarchaeota;JAAXHH01;KSB1;Krumholzibacteriota;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nanohaloarchaeota;Nitrospinota;Nitrospirota;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA6266;UBA8248;UBP4;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0728	17189	125	287	855	1855	5776	AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Marinisomatota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;RUG730;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP18;UBP4;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0741	20094	113	269	753	1652	5752	AABM5-125-24;Acidobacteriota;Actinomycetota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP18;UBP6;Verrucomicrobiota;WOR-3;Zixibacteria
COG0744	20151	107	262	744	1642	5799	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Aquificota;Armatimonadota;Atribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;CG03;CG2-30-53-67;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;HKB111;Hydrogenedentota;JAAXHH01;JABDJQ01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA6262;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP4;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0775	17106	88	190	533	1187	4477	4484-113;Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;DTU030;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Goldbacteria;Halobacteriota;Hydrogenedentota;JAAXHH01;JACPWU01;JdFR-76;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Riflebacteria;SAR324;SZUA-79;Spirochaetota;Sumerlaeota;Synergistota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBP4;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG0782	25569	111	280	883	2087	7474	AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;HKB111;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;RUG730;Ratteibacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA1439;UBA6262;UBA6266;UBA8248;UBA9089;UBP13;UBP15;UBP18;UBP4;UBP6;Verrucomicrobiota;WOR-3;Zixibacteria
COG0793	23052	128	321	966	2167	7301	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP18;UBP4;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
