root_og	n_species	n_phyla	n_classes	n_orders	n_families	n_genera	phyla_set
COG3686	3900	21	35	128	264	963	Acidobacteriota;Actinomycetota;Bacteroidota;Bdellovibrionota;Chloroflexota;Cyanobacteriota;Desulfobacterota_B;Desulfobacterota_D;Gemmatimonadota;Latescibacterota;Marinisomatota;Myxococcota;Myxococcota_A;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Thermoplasmatota;Verrucomicrobiota
COG3703	5228	49	90	242	455	1373	AABM5-125-24;Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Asgardarchaeota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacteroidota;Bdellovibrionota;Bipolaricaulota;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_F;Eisenbacteria;Elusimicrobiota;Gemmatimonadota;JAAXHH01;Latescibacterota;Marinisomatota;Methanobacteriota;Methylomirabilota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;SAR324;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermotogota;Verrucomicrobiota
COG3706	17472	130	312	831	1823	5760	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP4;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3713	3744	28	51	145	286	946	Acidobacteriota;Actinomycetota;Bacillota;Bacillota_C;Bacteroidota;Bdellovibrionota;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Elusimicrobiota;Fusobacteriota;Krumholzibacteriota;Marinisomatota;Myxococcota;Nitrospinota;Nitrospirota;Omnitrophota;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;UBA8248;Verrucomicrobiota
COG3718	4802	57	113	257	485	1424	Acidobacteriota;Actinomycetota;Armatimonadota;Atribacterota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bipolaricaulota;CSP1-3;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;DUMJ01;Deinococcota;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Dictyoglomota;Dormibacterota;Eremiobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JdFR-76;Latescibacterota;Margulisbacteria;Marinisomatota;Methylomirabilota;Myxococcota;Nitrospinota;Nitrospirota;OLB16;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;SAR324;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermotogota;UBP13;UBP15;Verrucomicrobiota
COG3723	3454	44	81	175	354	1199	Acidobacteriota;Actinomycetota;Aquificota;Asgardarchaeota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_F;Dormibacterota;Elusimicrobiota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;Iainarchaeota;Methanobacteriota;Methylomirabilota;Myxococcota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;Spirochaetota;Synergistota;Thermoplasmatota;Thermotogota;Verrucomicrobiota
COG3735	5214	44	79	209	450	1467	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_C;Bacillota_D;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;CG03;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Elusimicrobiota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;JdFR-76;KSB1;Krumholzibacteriota;Methanobacteriota;Myxococcota;Myxococcota_A;Nitrospirota;Omnitrophota;Planctomycetota;Pseudomonadota;Spirochaetota;Thermoplasmatota;Verrucomicrobiota;Wallbacteria
COG3739	1859	18	27	70	157	495	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacteroidota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Fusobacteriota;Myxococcota;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Verrucomicrobiota
COG3741	5413	55	106	290	538	1691	AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_F;Bacteroidota;Bdellovibrionota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_G;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;Iainarchaeota;JADFOP01;KSB1;Krumholzibacteriota;Latescibacterota;Marinisomatota;Methylomirabilota;Myxococcota;Nanoarchaeota;Nitrospinota;Nitrospirota;OLB16;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;SAR324;Spirochaetota;Thermoproteota;UBA10199;UBA8248;Verrucomicrobiota
COG3746	7005	70	161	399	803	2278	AABM5-125-24;Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Auribacterota;Bacillota;Bacillota_A;Bacillota_C;Bacillota_E;Bacteroidota;Bdellovibrionota;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Firestonebacteria;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JABDJQ01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Margulisbacteria;Marinisomatota;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;Schekmanbacteria;Spirochaetota;Thermoplasmatota;UBA10199;UBP13;Verrucomicrobiota;WOR-3;Zixibacteria
COG3750	2294	13	17	89	174	695	Acidobacteriota;Actinomycetota;Bacillota_A;Bacillota_C;Bacillota_D;Bacteroidota;Eremiobacterota;Gemmatimonadota;Myxococcota;Patescibacteria;Planctomycetota;Pseudomonadota;Verrucomicrobiota
COG3756	1118	11	16	54	107	341	Acidobacteriota;Actinomycetota;Bacillota;Bacteroidota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_F;Eisenbacteria;Planctomycetota;Pseudomonadota;Verrucomicrobiota
COG3759	3915	31	54	125	249	896	Acidobacteriota;Actinomycetota;Bacillota;Bacillota_A;Bacillota_C;Bacteroidota;Bdellovibrionota;CSP1-3;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Dormibacterota;Elusimicrobiota;Eremiobacterota;Fusobacteriota;Gemmatimonadota;KSB1;Methanobacteriota;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Verrucomicrobiota
COG3784	2278	27	53	147	291	742	Acidobacteriota;Bacillota_A;Bacteroidota;Bdellovibrionota;Campylobacterota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Hydrogenedentota;JADFOP01;JdFR-76;Lindowbacteria;Methylomirabilota;Myxococcota_A;Nitrospirota;OLB16;Omnitrophota;Planctomycetota;Pseudomonadota;Ratteibacteria;SAR324;Thermosulfidibacterota;UBP4;Verrucomicrobiota
COG3785	2935	22	35	124	225	836	Acidobacteriota;Actinomycetota;Bacillota;Bacillota_A;Bacteroidota;Chloroflexota;Desulfobacterota_B;Desulfobacterota_D;FEN-1099;Gemmatimonadota;Latescibacterota;Marinisomatota;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;OLB16;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Verrucomicrobiota
COG3788	2740	19	30	116	237	824	Acidobacteriota;Bacillota;Bacillota_A;Bacteroidota;Bdellovibrionota;Chloroflexota;Cyanobacteriota;Desulfobacterota_B;Desulfobacterota_D;JAAXHH01;Myxococcota;Myxococcota_A;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Thermoplasmatota;Verrucomicrobiota
COG3792	169	4	5	9	13	59	Actinomycetota;Bacillota;Bacteroidota;Pseudomonadota
COG3793	3734	41	76	224	420	1209	Acidobacteriota;Actinomycetota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_F;Bacteroidota;Bdellovibrionota;Bipolaricaulota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_D;Desulfobacterota_F;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fusobacteriota;Gemmatimonadota;Halobacteriota;Hydrogenedentota;KSB1;Marinisomatota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;SAR324;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Verrucomicrobiota
COG3794	7493	82	178	481	1015	2830	AABM5-125-24;Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Asgardarchaeota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CG2-30-53-67;CG2-30-70-394;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Chrysiogenota;Cyanobacteriota;Deferribacterota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Dormibacterota;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;Gemmatimonadota;Halobacteriota;Hydrogenedentota;Iainarchaeota;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;Schekmanbacteria;Spirochaetota;Sumerlaeota;Thermoplasmatota;Thermoproteota;UBA10199;UBA8248;Undinarchaeota;Verrucomicrobiota;Zixibacteria
COG3800	4009	18	37	105	201	945	Acidobacteriota;Actinomycetota;Bacillota;Bacteroidota;Bdellovibrionota;Calditrichota;Chloroflexota;Desulfobacterota;Desulfobacterota_D;Eisenbacteria;Gemmatimonadota;KSB1;Latescibacterota;Myxococcota;Planctomycetota;Pseudomonadota;Riflebacteria;SAR324
COG3801	2499	27	52	122	218	668	Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_D;Bacteroidota;Calditrichota;Chloroflexota;Deinococcota;Delongbacteria;Desantisbacteria;Desulfobacterota_B;Dormibacterota;Eremiobacterota;Fibrobacterota;Gemmatimonadota;KSB1;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospirota;Planctomycetota;Pseudomonadota;Spirochaetota;Synergistota;Verrucomicrobiota
COG3811	777	6	7	22	51	214	Bacillota;Bacillota_A;Bacteroidota;Desulfobacterota;Myxococcota;Pseudomonadota
COG3813	2041	24	40	115	220	574	4484-113;Acidobacteriota;Actinomycetota;Bacillota;Bacteroidota;Bdellovibrionota;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Dormibacterota;Eremiobacterota;Gemmatimonadota;Methylomirabilota;Myxococcota;Nitrospirota;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Verrucomicrobiota
COG3814	2384	7	16	88	174	732	Acidobacteriota;Bacteroidota;Myxococcota;Nitrospirota;Pseudomonadota;UBA10199;Verrucomicrobiota
COG3824	5698	59	134	334	672	1861	Acidobacteriota;Actinomycetota;Aerophobota;Armatimonadota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CSP1-3;Caldisericota;Chloroflexota;Deinococcota;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Firestonebacteria;Gemmatimonadota;HKB111;Latescibacterota;Lindowbacteria;Margulisbacteria;Methylomirabilota;Myxococcota;NPL-UPA2;Nitrospirota;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Ratteibacteria;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;UBA10199;UBA1439;UBP18;UBP4;Verrucomicrobiota;WOR-3
COG3825	5532	35	73	197	443	1560	Acidobacteriota;Actinomycetota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacteroidota;Bdellovibrionota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;FEN-1099;Gemmatimonadota;Halobacteriota;Hydrogenedentota;Marinisomatota;Methylomirabilota;Myxococcota;Myxococcota_A;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Thermoplasmatota;UBA10199;UBP15;Verrucomicrobiota
COG3827	2964	26	46	164	320	926	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_G;Bacteroidota;Bdellovibrionota;Chloroflexota;Cyanobacteriota;Desulfobacterota_B;Gemmatimonadota;KSB1;Methylomirabilota;Myxococcota;Nitrospirota;OLB16;Patescibacteria;Planctomycetota;Pseudomonadota;Thermoplasmatota;UBA10199;Verrucomicrobiota;Zixibacteria
COG3829	13568	124	294	754	1564	4701	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA6262;UBA8248;UBA8481;UBA9089;UBP15;UBP4;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3858	5885	59	145	350	675	1966	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;Deinococcota;Desulfobacterota;Desulfobacterota_E;Desulfobacterota_F;Dormibacterota;Edwardsbacteria;Eisenbacteria;Eremiobacterota;FEN-1099;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JADFOP01;JdFR-76;KSB1;Latescibacterota;Marinisomatota;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoproteota;Thermotogota;UBA10199;UBP4;Verrucomicrobiota;WOR-3
COG3860	3375	55	105	230	437	1255	AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Caldisericota;Calditrichota;Chloroflexota;Cloacimonadota;Cyanobacteriota;DTU030;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Eremiobacterota;FCPU426;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;KSB1;Krumholzibacteriota;Margulisbacteria;Marinisomatota;Myxococcota;Nanoarchaeota;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;Spirochaetota;Synergistota;Thermotogota;UBA6262;Verrucomicrobiota;Wallbacteria;Zixibacteria
COG3863	2713	43	84	181	347	903	Acidobacteriota;Actinomycetota;Aquificota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_G;Bacteroidota;Bdellovibrionota;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Delongbacteria;Desulfobacterota;Desulfobacterota_F;Dormibacterota;Elusimicrobiota;Fibrobacterota;Fusobacteriota;Halobacteriota;KSB1;Marinisomatota;Methanobacteriota_B;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospirota;Nitrospirota_A;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;SZUA-79;Spirochaetota;Thermoplasmatota;Thermoproteota;Thermotogota;Verrucomicrobiota;Zixibacteria
COG3865	6213	72	140	336	636	1897	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Chrysiogenota;Cyanobacteriota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;Fibrobacterota;Firestonebacteria;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JAMCPX01;KSB1;Krumholzibacteriota;Margulisbacteria;Methanobacteriota;Methylomirabilota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;SAR324;Spirochaetota;Sumerlaeota;Thermoplasmatota;Thermoproteota;Thermotogota;Verrucomicrobiota;Zixibacteria
COG3866	3270	48	91	198	390	1013	Acidobacteriota;Actinomycetota;Armatimonadota;Atribacterota;Bacillota;Bacillota_A;Bacillota_C;Bacillota_D;Bacillota_G;Bacteroidota;Bdellovibrionota;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_F;Dictyoglomota;Eisenbacteria;Elusimicrobiota;Fibrobacterota;Fusobacteriota;Halobacteriota;Hydrogenedentota;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Margulisbacteria;Marinisomatota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;OLB16;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Spirochaetota;Sumerlaeota;Thermotogota;Verrucomicrobiota;WOR-3;Zixibacteria
COG3868	2909	57	100	219	392	954	Acidobacteriota;Actinomycetota;Aquificota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Elusimicrobiota;Eremiobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;JdFR-76;KSB1;Latescibacterota;Lindowbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;Nitrospirota_A;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;RBG-13-66-14;SAR324;SZUA-79;Spirochaetota;Synergistota;Thermoproteota;Thermotogota;UBA10199;Verrucomicrobiota
COG3871	6831	62	127	306	613	1990	Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CSP1-3;Caldisericota;Calditrichota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Dormibacterota;Eisenbacteria;Elusimicrobiota;Eremiobacterota;Fermentibacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;KSB1;Latescibacterota;Marinisomatota;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospirota;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;Spirochaetota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermotogota;UBA1439;UBA8248;UBP15;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3876	7254	80	180	399	895	2586	Acidobacteriota;Actinomycetota;Armatimonadota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG2-30-53-67;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Dictyoglomota;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fermentibacterota;Fibrobacterota;Gemmatimonadota;HKB111;Hadarchaeota;Halobacteriota;Hydrogenedentota;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Marinisomatota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;OLB16;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBP15;UBP4;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria
